street_number,street_name,city,state,country,address,bedroom,bathrooms,property_sqft,property_age,lot_sqft,dom,view,pool,commission,sale_date,price_per_sqft,sale_price
21052,Champlain,Lake Forest,CA,United States of America,"21052, Champlain, Lake Forest, CA, United States of America",3,2,1504,37,3850,117,N,N,2.5,45013,611.7,920000
1030,Lawanda PL,Placentia,CA,United States of America,"1030, Lawanda PL, Placentia, CA, United States of America",3,2,1300,60,8500,117,N,N,2.5,44965,660.77,859000
1516,Wilson AVE,Perris,CA,United States of America,"1516, Wilson AVE, Perris, CA, United States of America",3,2,1119,36,3485,117,N,N,2.5,44799,331.1,370500
1310,Westlyn PL,Pasadena,CA,United States of America,"1310, Westlyn PL, Pasadena, CA, United States of America",3,2,1485,72,10399,117,N,N,2.5,44993,703.7,1045000
43726,5th ST E E,Lancaster,CA,United States of America,"43726, 5th ST E E, Lancaster, CA, United States of America",3,2,1629,21,7974,117,N,N,2.5,44775,245.49,399900
16015,Kittridge ST,Lake Balboa,CA,United States of America,"16015, Kittridge ST, Lake Balboa, CA, United States of America",3,2,1702,58,5004,118,N,N,2.5,44894,455.35,775000
11 W,Barclay ST,Long Beach,CA,United States of America,"11 W, Barclay ST, Long Beach, CA, United States of America",3,2,1910,67,5949,119,N,N,2.5,44903,329.84,630000
4110,Bledsoe AVE,Culver City,CA,United States of America,"4110, Bledsoe AVE, Culver City, CA, United States of America",3,2,1205,67,2551,12,N,N,2.5,44944,1182.57,1425000
2261,Mark AVE,Palmdale,CA,United States of America,"2261, Mark AVE, Palmdale, CA, United States of America",3,2,1184,36,4558,12,N,N,2.5,45048,320.95,380000
3509,La Ciotat Way,Riverside (City),CA,United States of America,"3509, La Ciotat Way, Riverside (City), CA, United States of America",3,2,1081,64,11326,12,N,N,2.5,45050,347.99,376175
1319,La Loma RD,Pasadena,CA,United States of America,"1319, La Loma RD, Pasadena, CA, United States of America",3,2,1807,84,7693,12,N,N,2.5,45048,1000.55,1808000
3040,Cimarron RD,Riverside (City),CA,United States of America,"3040, Cimarron RD, Riverside (City), CA, United States of America",3,2,1194,70,9148,12,N,N,2.5,44851,376.88,450000
210 S,Agate ST,Anaheim,CA,United States of America,"210 S, Agate ST, Anaheim, CA, United States of America",3,2,1389,68,6060,12,N,N,2.5,45047,586.75,815000
44442,Fern AVE,Lancaster,CA,United States of America,"44442, Fern AVE, Lancaster, CA, United States of America",3,2,1626,77,8985,12,N,N,2.5,44789,239.85,390000
913 E,Glenoaks BLVD,Glendale,CA,United States of America,"913 E, Glenoaks BLVD, Glendale, CA, United States of America",3,2,1903,96,5280,12,N,N,2.5,44992,604.31,1150000
2275,Sherwood RD,San Marino,CA,United States of America,"2275, Sherwood RD, San Marino, CA, United States of America",3,2,1968,86,10147,12,N,N,2.5,45014,980.69,1930000
1629 N,Pass AVE,Burbank,CA,United States of America,"1629 N, Pass AVE, Burbank, CA, United States of America",3,2,1203,75,5972,12,N,N,2.5,44915,789.69,950000
5213 W,Avenue L8,Lancaster,CA,United States of America,"5213 W, Avenue L8, Lancaster, CA, United States of America",3,2,1718,58,10584,12,N,N,2.5,44888,275.32,473000
1444 N,10th ST,Colton,CA,United States of America,"1444 N, 10th ST, Colton, CA, United States of America",3,2,1529,73,7200,12,N,N,2.5,44865,294.31,450000
329,Avenue 3,Lake Elsinore,CA,United States of America,"329, Avenue 3, Lake Elsinore, CA, United States of America",3,2,1620,0,6098,12,N,N,2.5,45015,308.64,500000
82207,Ocotillo AVE,Indio,CA,United States of America,"82207, Ocotillo AVE, Indio, CA, United States of America",3,2,1350,43,8712,12,N,N,2.5,45015,307.41,415000
31628,Arbol Real AVE,Thousand Palms,CA,United States of America,"31628, Arbol Real AVE, Thousand Palms, CA, United States of America",3,2,1370,74,8276,12,N,N,2.5,44992,291.24,399000
4532 E,Avenue R6,Palmdale,CA,United States of America,"4532 E, Avenue R6, Palmdale, CA, United States of America",3,2,1143,34,6969,12,N,N,2.5,44971,398.08,455000
432,16th ST,Santa Monica,CA,United States of America,"432, 16th ST, Santa Monica, CA, United States of America",3,2,1718,97,7500,12,N,N,2.5,44795,2101.86,3611000
15512,Haas AVE,Gardena,CA,United States of America,"15512, Haas AVE, Gardena, CA, United States of America",3,2,1536,70,5126,12,N,N,2.5,44859,605.47,930000
4442,Farmdale AVE,Studio City,CA,United States of America,"4442, Farmdale AVE, Studio City, CA, United States of America",3,2,2041,87,6754,12,N,N,2.5,44866,1043.51,2129800
13242,Cornelius ST,Pacoima,CA,United States of America,"13242, Cornelius ST, Pacoima, CA, United States of America",3,2,1080,69,6726,12,N,N,2.5,44798,634.26,685000
401,Rodarte PL,Placentia,CA,United States of America,"401, Rodarte PL, Placentia, CA, United States of America",3,2,2222,19,6363,12,N,N,2.5,44859,472.55,1050000
11832,Wagner ST,Culver City,CA,United States of America,"11832, Wagner ST, Culver City, CA, United States of America",3,2,1160,68,5001,12,N,N,2.5,44936,1084.48,1258000
5414 W,138th ST,Hawthorne,CA,United States of America,"5414 W, 138th ST, Hawthorne, CA, United States of America",3,2,1396,69,5006,12,N,N,2.5,44971,694.84,970000
1331,Gates AVE,Manhattan Beach,CA,United States of America,"1331, Gates AVE, Manhattan Beach, CA, United States of America",3,2,1578,72,5101,12,N,N,2.5,44790,1140.68,1800000
4721,Walnut AVE,Long Beach,CA,United States of America,"4721, Walnut AVE, Long Beach, CA, United States of America",3,2,1557,79,5381,12,N,N,2.5,44872,456.01,710000
8919,Keywest ST,San Gabriel,CA,United States of America,"8919, Keywest ST, San Gabriel, CA, United States of America",3,2,1201,64,6741,12,N,N,2.5,44957,659.45,792000
14527,Broadway,Whittier,CA,United States of America,"14527, Broadway, Whittier, CA, United States of America",3,2,1483,71,7145,12,N,N,2.5,44859,401.21,595000
17038 E,Avenue K4,Lancaster,CA,United States of America,"17038 E, Avenue K4, Lancaster, CA, United States of America",3,2,1554,68,111094,12,N,N,2.5,44971,263.84,410000
13188,Corcoran ST,San Fernando,CA,United States of America,"13188, Corcoran ST, San Fernando, CA, United States of America",3,2,1878,65,8140,12,N,N,2.5,45072,428.65,805000
19002 E,Haltern AVE,Glendora,CA,United States of America,"19002 E, Haltern AVE, Glendora, CA, United States of America",3,2,1737,71,8463,12,N,N,2.5,44789,459.99,799000
8275,Fernadel AVE,Pico Rivera,CA,United States of America,"8275, Fernadel AVE, Pico Rivera, CA, United States of America",3,2,1337,73,4997,12,N,N,2.5,45072,497.38,665000
66432,2nd ST,Desert Hot Springs,CA,United States of America,"66432, 2nd ST, Desert Hot Springs, CA, United States of America",3,2,1638,18,6098,12,N,N,2.5,44818,198.41,325000
16220,Napa ST,North Hills,CA,United States of America,"16220, Napa ST, North Hills, CA, United States of America",3,2,1386,62,7500,12,N,N,2.5,44999,553.03,766500
5239,Dobson WAY,Culver City,CA,United States of America,"5239, Dobson WAY, Culver City, CA, United States of America",3,2,1503,73,6005,12,N,N,2.5,44827,1275.02,1916355
15265,Weeks DR,La Mirada,CA,United States of America,"15265, Weeks DR, La Mirada, CA, United States of America",3,2,1879,64,10999,12,N,N,2.5,44911,415.11,780000
6969,Hillside AVE,Riverside (City),CA,United States of America,"6969, Hillside AVE, Riverside (City), CA, United States of America",3,2,1280,59,6534,12,N,N,2.5,45072,441.41,565000
4421 W,Moonridge,Santa Ana,CA,United States of America,"4421 W, Moonridge, Santa Ana, CA, United States of America",3,2,1470,61,8023,12,N,N,2.5,44788,585.03,860000
12916,El Evado RD,Victor Valley,CA,United States of America,"12916, El Evado RD, Victor Valley, CA, United States of America",3,2,1113,39,17836,12,N,N,2.5,45063,359.39,400000
13151,Aztec ST,Sylmar,CA,United States of America,"13151, Aztec ST, Sylmar, CA, United States of America",3,2,900,77,5869,12,N,N,2.5,44788,715.56,644000
18723,Sunburst ST,Northridge,CA,United States of America,"18723, Sunburst ST, Northridge, CA, United States of America",3,2,1535,71,6325,12,N,N,2.5,44846,504.89,775000
17315,Tennyson PL,Granada Hills,CA,United States of America,"17315, Tennyson PL, Granada Hills, CA, United States of America",3,2,1558,56,7804,12,N,N,2.5,45062,651.48,1015000
43703,Heaton AVE,Lancaster,CA,United States of America,"43703, Heaton AVE, Lancaster, CA, United States of America",3,2,1260,67,6251,12,N,N,2.5,45062,297.62,375000
10604,Burin AVE,Inglewood,CA,United States of America,"10604, Burin AVE, Inglewood, CA, United States of America",3,2,1713,46,6243,12,N,N,2.5,44980,396.96,680000
14330,Runnymede ST,Van Nuys,CA,United States of America,"14330, Runnymede ST, Van Nuys, CA, United States of America",3,2,1838,64,5853,12,N,N,2.5,44988,489.66,900000
6231,Craner AVE,North Hollywood,CA,United States of America,"6231, Craner AVE, North Hollywood, CA, United States of America",3,2,1497,63,6434,12,N,N,2.5,44812,524.38,785000
2821,Cedar ST,San Bernardino,CA,United States of America,"2821, Cedar ST, San Bernardino, CA, United States of America",3,2,1135,70,6600,12,N,N,2.5,44813,312.78,355000
730,Tufts AVE,Burbank,CA,United States of America,"730, Tufts AVE, Burbank, CA, United States of America",3,2,1515,72,7015,12,N,N,2.5,44987,808.58,1225000
1262 E,Denwall DR,Carson,CA,United States of America,"1262 E, Denwall DR, Carson, CA, United States of America",3,2,1286,53,4719,12,N,N,2.5,45065,606.53,780000
43306,11th ST,Lancaster,CA,United States of America,"43306, 11th ST, Lancaster, CA, United States of America",3,2,1358,34,6645,12,N,N,2.5,44995,301.09,408880
15545,Jacana DR,La Mirada,CA,United States of America,"15545, Jacana DR, La Mirada, CA, United States of America",3,2,1400,66,6315,12,N,N,2.5,44903,525,735000
1326,Clock AVE,Redlands,CA,United States of America,"1326, Clock AVE, Redlands, CA, United States of America",3,2,1463,74,8448,12,N,N,2.5,45077,341.76,500000
4544,Trujillo,Covina,CA,United States of America,"4544, Trujillo, Covina, CA, United States of America",3,2,1128,68,6262,12,N,N,2.5,45077,625,705000
3181,Rome Avenue,Anaheim,CA,United States of America,"3181, Rome Avenue, Anaheim, CA, United States of America",3,2,1374,67,7275,120,N,N,2.5,44970,585.88,805000
41068,Aetna Springs ST,Indio,CA,United States of America,"41068, Aetna Springs ST, Indio, CA, United States of America",3,2,1512,19,7841,120,N,N,2.5,44945,263.89,399000
27885,Espinoza,Mission Viejo,CA,United States of America,"27885, Espinoza, Mission Viejo, CA, United States of America",3,2,1472,46,3478,120,N,N,2.5,44998,522.42,769000
1291 W,Glentana,Covina,CA,United States of America,"1291 W, Glentana, Covina, CA, United States of America",3,2,1359,66,7226,120,N,N,2.5,44971,493.01,670000
525,Rialto AVE,Venice,CA,United States of America,"525, Rialto AVE, Venice, CA, United States of America",3,2,1196,111,2403,120,N,N,2.5,44881,1720.32,2057500
15206,Condon AVE,Lawndale,CA,United States of America,"15206, Condon AVE, Lawndale, CA, United States of America",3,2,1365,68,4713,120,N,N,2.5,45013,586.08,800000
14336,Cohasset ST,Van Nuys,CA,United States of America,"14336, Cohasset ST, Van Nuys, CA, United States of America",3,2,1629,70,7492,120,N,N,2.5,45044,537.14,875000
82420,Gregory CT,Indio,CA,United States of America,"82420, Gregory CT, Indio, CA, United States of America",3,2,1703,21,4792,121,N,N,2.5,45071,264.24,450000
26395,Old Anvil LN,Moreno Valley,CA,United States of America,"26395, Old Anvil LN, Moreno Valley, CA, United States of America",3,2,1772,21,6098,122,N,N,2.5,45023,290.63,515000
11535,Davenrich ST,Santa Fe Springs,CA,United States of America,"11535, Davenrich ST, Santa Fe Springs, CA, United States of America",3,2,1658,73,5075,122,N,N,2.5,45058,422.2,700000
43326,Homestead ST,Lancaster,CA,United States of America,"43326, Homestead ST, Lancaster, CA, United States of America",3,2,1685,23,7268,123,N,N,2.5,45048,255.19,430000
13215,Arrey Avenue,Norwalk,CA,United States of America,"13215, Arrey Avenue, Norwalk, CA, United States of America",3,2,1822,50,6390,123,N,N,2.5,45062,403.4,735000
3908,Rose AVE,Long Beach,CA,United States of America,"3908, Rose AVE, Long Beach, CA, United States of America",3,2,1528,85,6249,123,N,N,2.5,45016,768.98,1175000
7823,Ducor AVE,West Hills,CA,United States of America,"7823, Ducor AVE, West Hills, CA, United States of America",3,2,1155,65,7555,124,N,N,2.5,45006,649.35,750000
2615 E,Washington ST,Carson,CA,United States of America,"2615 E, Washington ST, Carson, CA, United States of America",3,2,1300,99,4072,124,N,N,2.5,44895,523.08,680000
52195,Avenida Madero,La Quinta,CA,United States of America,"52195, Avenida Madero, La Quinta, CA, United States of America",3,2,1309,30,4792,126,N,N,2.5,44866,332.31,435000
16534,Lariat RD,Victor Valley,CA,United States of America,"16534, Lariat RD, Victor Valley, CA, United States of America",3,2,1056,53,7200,126,N,N,2.5,45050,303.03,320000
37061 E,Dawson DR,Palmdale,CA,United States of America,"37061 E, Dawson DR, Palmdale, CA, United States of America",3,2,1257,36,6970,128,N,N,2.5,44992,326.17,410000
14525,Adelfa DR,La Mirada,CA,United States of America,"14525, Adelfa DR, La Mirada, CA, United States of America",3,2,1353,68,6572,128,N,N,2.5,45016,580.19,785000
10858,Bonavista LN,Whittier,CA,United States of America,"10858, Bonavista LN, Whittier, CA, United States of America",3,2,1655,72,6702,129,N,N,2.5,45016,442.9,733000
7508,Vassar AVE,Canoga Park,CA,United States of America,"7508, Vassar AVE, Canoga Park, CA, United States of America",3,2,1414,71,5899,129,N,N,2.5,44879,512.73,725000
85325,Araby AVE,Coachella,CA,United States of America,"85325, Araby AVE, Coachella, CA, United States of America",3,2,1700,65,8712,129,N,N,2.5,44979,194.71,331000
3109,Bern Dr,Laguna Beach,CA,United States of America,"3109, Bern Dr, Laguna Beach, CA, United States of America",3,2,1768,57,19710,129,N,N,2.5,44886,1046.38,1850000
1502 W,Glenmere ST,West Covina,CA,United States of America,"1502 W, Glenmere ST, West Covina, CA, United States of America",3,2,1470,64,9261,13,N,N,2.5,45063,542.18,797000
420,Lakeside AVE,Redlands,CA,United States of America,"420, Lakeside AVE, Redlands, CA, United States of America",3,2,1720,45,10070,13,N,N,2.5,44936,311.05,535000
3545,Anchorage ST,Hemet,CA,United States of America,"3545, Anchorage ST, Hemet, CA, United States of America",3,2,1276,33,4792,13,N,N,2.5,45077,325.24,415000
11631,Kensington RD,Los Alamitos,CA,United States of America,"11631, Kensington RD, Los Alamitos, CA, United States of America",3,2,1447,66,7700,13,N,N,2.5,45061,796.5,1152532
1467,Caspia PL,Beaumont,CA,United States of America,"1467, Caspia PL, Beaumont, CA, United States of America",3,2,1648,15,5227,13,N,N,2.5,44788,300.36,495000
18418 S,Dalton AVE,Gardena,CA,United States of America,"18418 S, Dalton AVE, Gardena, CA, United States of America",3,2,1364,65,5250,13,N,N,2.5,44847,571.85,780000
18100,Miranda ST,Tarzana,CA,United States of America,"18100, Miranda ST, Tarzana, CA, United States of America",3,2,1985,50,5152,13,N,N,2.5,44789,503.78,1000000
737 N,Chester AVE,Pasadena,CA,United States of America,"737 N, Chester AVE, Pasadena, CA, United States of America",3,2,1317,103,7388,13,N,N,2.5,45063,1123.77,1480000
280 N,Woodlake RD,Lake Elsinore,CA,United States of America,"280 N, Woodlake RD, Lake Elsinore, CA, United States of America",3,2,1539,42,10454,13,N,N,2.5,44788,341.13,525000
8116,Garden Grove AVE,Reseda,CA,United States of America,"8116, Garden Grove AVE, Reseda, CA, United States of America",3,2,1273,70,6401,13,N,N,2.5,44797,643.36,819000
1113 N,Calvados AVE,Covina,CA,United States of America,"1113 N, Calvados AVE, Covina, CA, United States of America",3,2,1115,69,7107,13,N,N,2.5,45063,647.53,722000
1319,Saint George DR,San Dimas,CA,United States of America,"1319, Saint George DR, San Dimas, CA, United States of America",3,2,2103,44,8220,13,N,N,2.5,44790,408.94,860000
13113,Woodcock AVE,Sylmar,CA,United States of America,"13113, Woodcock AVE, Sylmar, CA, United States of America",3,2,1296,68,6010,13,N,N,2.5,44879,474.54,615000
2917,Cloudy CIR,Banning,CA,United States of America,"2917, Cloudy CIR, Banning, CA, United States of America",3,2,1289,20,4792,13,N,N,2.5,44805,288.6,372000
2721,Oregon AVE,Long Beach,CA,United States of America,"2721, Oregon AVE, Long Beach, CA, United States of America",3,2,2078,82,6400,13,N,N,2.5,45023,398.7,828500
1505 W,Santa Cruz ST,San Pedro,CA,United States of America,"1505 W, Santa Cruz ST, San Pedro, CA, United States of America",3,2,1215,71,5752,13,N,N,2.5,44862,650.21,790000
14735.5,Broadway,Whittier,CA,United States of America,"14735.5, Broadway, Whittier, CA, United States of America",3,2,1207,67,7571,13,N,N,2.5,45002,618.06,746000
15920,Hamlin ST,Lake Balboa,CA,United States of America,"15920, Hamlin ST, Lake Balboa, CA, United States of America",3,2,1422,68,5132,13,N,N,2.5,44811,643.46,915000
1250,Ethel ST,Glendale,CA,United States of America,"1250, Ethel ST, Glendale, CA, United States of America",3,2,1691,96,7178,13,N,N,2.5,44886,978.71,1655000
2924 W,134th PL,Gardena,CA,United States of America,"2924 W, 134th PL, Gardena, CA, United States of America",3,2,1294,67,5192,13,N,N,2.5,44873,524.73,679000
1800,Barrywood AVE,San Pedro,CA,United States of America,"1800, Barrywood AVE, San Pedro, CA, United States of America",3,2,1180,62,5958,13,N,N,2.5,44971,733.05,865000
